"wk 503","wk 504","wk 505","wk 506","wk 507","wk 508","wk 509","wk 510","wk 511","wk 512","wk 513","wk 514","wk 515","wk 516","wk 517","wk 518","wk 519","wk 520","wk 521","wk 522","wk 523","wk 524","wk 525","wk 526","wk 527","wk 528","wk 529","wk 530","wk 531","wk 532","wk 533","wk 534","wk 535","wk 536","wk 537","wk 538","wk 539","wk 540","wk 541","wk 542","wk 543","wk 544","wk 545","wk 546","wk 547","wk 548","wk 549","wk 550","wk 551","wk 552","wk 553","wk 554","wk 555","wk 556","wk 557","wk 558","wk 559","wk 560","wk 561","wk 562","wk 563","wk 564","wk 565","wk 566","wk 567","wk 568","wk 569","wk 570","wk 571","wk 572","wk 573","wk 574","wk 575","wk 576","wk 577","wk 578","wk 579","wk 580","wk 581","wk 582","wk 583","wk 584","wk 585","wk 586","wk 587","wk 588","wk 589","wk 590","wk 591","wk 592","wk 593","wk 594","wk 595","wk 596","wk 597","wk 598","wk 599","wk 600","wk 601","wk 602","wk 603","wk 604","wk 605","wk 606"
1.5180672179318,1.53497615696512,1.54497000172902,1.54379817531122,1.53720894498814,1.52278547353469,1.53542966596537,1.55624341700801,1.55435282081994,1.5718287388431,1.55824460379389,1.55888683357684,1.55007436690771,1.54460444277475,1.5717863133153,1.56203172681424,1.5627635504875,1.5874897091583,1.62686615878288,1.63409379080867,1.64159833352995,1.64819551141321,1.67307506656622,1.67879683612083,1.69986430222386,1.64861585732836,1.66016818931119,1.67024735349316,1.6632180039872,1.68380423201341,1.67928136913308,1.66719409276927,1.62207833558489,1.60623380311962,1.6384528459388,1.63207914521059,1.64751997382561,1.66394520084216,1.62907004530266,1.62473542413945,1.61773407704904,1.61890300237597,1.65183323143687,1.6228946071996,1.63340193126926,1.61598741826505,1.61706211710096,1.5857327554605,1.61858716090967,1.64195387963644,1.62244336861886,1.62113850602722,1.62329985287662,1.62799489365985,1.66608238171876,1.657138763068,1.67103358599898,1.65898933896046,1.66276852331361,1.62996208151597,1.61564444291411,1.60723544939768,1.60344258805173,1.61348214816121,1.57178277727551,1.57653466505212,1.60783716097836,1.61411964189316,1.61307886442686,1.64116938142248,1.66346817217474,1.67243317569407,1.68247263586326,1.69021477392579,1.7165011450052,1.69145292980989,1.69176776550606,1.69130658392257,1.66370929779341,1.64943402101297,1.66313449096474,1.62351868505008,1.61668536511229,1.60713968146033,1.61467646943492,1.6289910729273,1.65003053453885,1.63365942412297,1.66561536197001,1.66904753622068,1.66208727864621,1.67349709373329,1.69449551461516,1.67182948692162,1.67462013544365,1.67972303631233,1.69239126858254,1.66885015325036,1.66204843402882,1.63961914116012,1.60713402366822,1.62581580439909,1.61357876462432,1.62609683096163
1.51145611519737,1.53993452878608,1.52764798832284,1.52939933536897,1.51535045378985,1.50897843674519,1.53763012896316,1.56617852378914,1.57637178242078,1.57703416730409,1.55778714732702,1.54257042780427,1.54010988206324,1.5565801668859,1.57141805501703,1.55983103098595,1.58507236840432,1.62956525041613,1.66031447034763,1.64284937180615,1.64828569043607,1.66215150435603,1.67153540444267,1.70147434618425,1.69888204249367,1.6564187820349,1.65732000163585,1.66101105470818,1.63976325855926,1.67553112084285,1.66250315581991,1.6505914662248,1.60808774785407,1.60792928956495,1.6392036353509,1.66257217400205,1.67606328739811,1.67331146521576,1.65211794020808,1.64169091089503,1.60863043794332,1.62959587525212,1.65128432448653,1.63170126641745,1.62526686377644,1.60946457365656,1.58891217869027,1.5641084517609,1.61837696366144,1.62355920610945,1.6115508685707,1.60830411588016,1.61465878939506,1.6346279512207,1.64876144865415,1.64313095523178,1.65217160742546,1.64453202468211,1.66008031757476,1.64046042067896,1.6357661600287,1.61562123886375,1.60451987862569,1.59659440278633,1.563363764754,1.5857098034153,1.60883337547247,1.61193601309451,1.63325358867186,1.67951958566129,1.70044755870329,1.68286929176202,1.69107073382652,1.70385731004134,1.7140184227865,1.70756451519202,1.69816929673736,1.6999105569905,1.66054706997815,1.64572867646578,1.6344500452504,1.61484242702988,1.59579434713468,1.59336496770265,1.60430889182853,1.62523070546528,1.64921994638983,1.66175574642891,1.68947569284468,1.6817667863976,1.68569425040145,1.6959943328023,1.68987889267638,1.67490041176047,1.67827247344304,1.68727125931943,1.68714436218476,1.66131831899424,1.64276735861658,1.61384595279085,1.60298132613728,1.60872010405812,1.60333868231154,1
1.51629021541,1.52259548180281,1.51316761501617,1.50749073517059,1.50150168861809,1.51105839297665,1.54746235604274,1.58825534443795,1.58159284501481,1.57663420608163,1.54145558949457,1.5325663256126,1.55206930331501,1.55614583121522,1.56926206864532,1.5820869488719,1.62715055385917,1.66301037518193,1.66906130401956,1.64955623574158,1.66224388051331,1.66055274170028,1.69418224605123,1.70049552975546,1.70693510179517,1.65357101604206,1.64802967933184,1.63753421232327,1.63129278463997,1.65873846718974,1.6458615545136,1.63669792151536,1.60978695730253,1.60851808727031,1.66978247226302,1.6911812563102,1.6853098322274,1.69654955707698,1.66937885013153,1.63276307759925,1.61933285768252,1.62888268755518,1.66023415826179,1.6235561225976,1.61878548483496,1.58125612476417,1.56730895531539,1.56388849647121,1.59990292398751,1.61267149852456,1.59865741399737,1.59959703678286,1.62123624279481,1.61721119078443,1.6347321677126,1.62413182348344,1.63768524055841,1.64180069728059,1.67073020999282,1.66074996222557,1.64423487921684,1.61674713485348,1.58761108693657,1.58830850966218,1.57246064277081,1.58662963992901,1.60662730091265,1.63203020615732,1.67156961036834,1.71651035394562,1.71086078097763,1.69147512204684,1.70471561048068,1.70132016811012,1.73022261458043,1.71405002531142,1.7067990305257,1.69703601552125,1.65691292655475,1.61697125881275,1.62582501824741,1.59394295933782,1.58197100479294,1.58290208750274,1.60037262826048,1.62432426053037,1.67752179127008,1.68559455258744,1.70209018278853,1.70545725404867,1.70829075076785,1.69138512477709,1.69298353706315,1.67853019787352,1.6858326921435,1.68197103660571,1.67969407552966,1.64208720803107,1.61700647697106,1.60964500748969,1.58578938786929,1.59846056686784,1,1
1.49879680652159,1.50809507156056,1.49118013242529,1.49359871951514,1.50352981705283,1.52076540003217,1.56944645522493,1.59345235709591,1.58121003048151,1.56038831398011,1.53145734624553,1.54448074664454,1.55161153514594,1.55392351077888,1.59156228593702,1.62413513181985,1.6605851159753,1.67171685699888,1.67586270471973,1.66353512647672,1.66064746847818,1.68313830329228,1.69317301889508,1.7085699042707,1.70426273334312,1.64426221963144,1.62450313247533,1.62905440584912,1.61429190885645,1.64207812094426,1.6319302343648,1.6384949512209,1.61038067191714,1.63880147372253,1.69842190738021,1.70047462673573,1.70862655918022,1.71394892914007,1.66103350712998,1.64354523182474,1.61855660546752,1.63772147067809,1.65215797141536,1.61706554406391,1.59062415019683,1.55962556802521,1.56711141393951,1.54504984229376,1.58892604601879,1.59978137808269,1.58989752804818,1.60611251765117,1.60374353644751,1.60303061395961,1.61570795936833,1.60954352462977,1.63491725417915,1.65238722732889,1.69115479677162,1.6691781366602,1.64544260388838,1.59988544116088,1.57927289166306,1.59753116008765,1.57330633639967,1.58434749646399,1.62674431486986,1.67029022994565,1.70852069937703,1.72676544696287,1.71953804403669,1.70512456682028,1.70218098871993,1.71748237647807,1.73680685535752,1.72274370374895,1.70394014795705,1.69363049891147,1.62822185241028,1.60827895255182,1.60498967053254,1.5801116862053,1.57145859026866,1.57889123254911,1.59931102834508,1.65252905514855,1.70147179014558,1.6982000410256,1.7258370498412,1.72807885484406,1.70384035882856,1.69449159492451,1.69671366412558,1.68607361612475,1.68057103220801,1.67447892456107,1.66053676921222,1.61632770066559,1.61281341018798,1.59247042315685,1.57543311293618,1,1,1
1.48417083942297,1.48608812368747,1.47720481942443,1.49562160141687,1.5131952874001,1.54262363068364,1.5745806640529,1.5930494286802,1.56501080544511,1.55045677983772,1.54338118218172,1.54401481085138,1.54936947928319,1.57615921559886,1.6336542354149,1.65755742667782,1.66926655615637,1.67852123011058,1.68994831858062,1.66195824293183,1.68323519217435,1.68207184854872,1.7012163465066,1.70588258926673,1.69518040028894,1.62071846592676,1.61596223518663,1.61200221172317,1.59743738045156,1.62812779998935,1.63369005928042,1.63919982894707,1.64065030710048,1.66730511724094,1.70772062871262,1.7238608663021,1.72597754212344,1.70566624566288,1.67171274839111,1.64289356658048,1.62734580154007,1.62942955742101,1.64578459165739,1.58889218588252,1.56903183896638,1.55941132939925,1.54829168701222,1.5337480108465,1.57596908469583,1.59102826611096,1.59635776519541,1.58856830977922,1.58950614777754,1.58387320232601,1.60110207264188,1.6068124008193,1.64547340590794,1.67274396392632,1.6996693840189,1.6703412779444,1.62871679261419,1.5915951591192,1.58844770459508,1.59846934055066,1.57094902615952,1.60438201106585,1.66501213756195,1.70724906730512,1.71873143802977,1.73542928349955,1.7333038243998,1.70259428725105,1.7183488765905,1.72399525834655,1.7455937711088,1.71997498983209,1.70055322706885,1.66507619572579,1.61959536349266,1.58732573990749,1.59121246985357,1.5695915070466,1.56739369366509,1.57774574229845,1.62725192692408,1.67638325715796,1.71408034891793,1.72193126064214,1.74837781471435,1.72357149017127,1.70694052777077,1.69822619097464,1.70433707396019,1.6807862704017,1.67310351458657,1.6552329683999,1.63486290857229,1.61211627696591,1.59565367944467,1.58213220260779,1,1,1,1
1.46203280167334,1.47209238015886,1.47912075636943,1.50524868432629,1.5350135844579,1.54762893989959,1.57411286549455,1.57694025537794,1.55510598094019,1.56244412732654,1.54290065956664,1.54174546549212,1.57156816073388,1.61818606530331,1.66712023824082,1.66624593058784,1.6760634085401,1.69261484798164,1.68846422397621,1.68456722664114,1.68217130358676,1.69004807369776,1.69849926530317,1.69680970443,1.67185978904905,1.61215691700691,1.59888628243086,1.59515338461108,1.58329452267624,1.62986875811758,1.63435741247714,1.66935799027069,1.66916192009482,1.67653963246002,1.73114175572653,1.74126703224231,1.71746493353344,1.71659667349078,1.6712758173751,1.65179906239963,1.61897762026862,1.62291101207711,1.61758457609526,1.56729222065267,1.5688528161813,1.54055148731802,1.53700923575095,1.52037911804366,1.56709721948524,1.59749386957534,1.57875122569465,1.57426935842306,1.57028542767156,1.56909686274129,1.59838174667139,1.61730044986397,1.66580121467574,1.68117612344221,1.70091884431987,1.65377603208395,1.62053327855555,1.60081777620419,1.58935819765666,1.59621383351749,1.59092912369485,1.64256867804637,1.70193822761179,1.71751204767476,1.72735375386092,1.74924877480449,1.73089275366688,1.71876238960268,1.72485996295934,1.73273792565324,1.74292571044361,1.71667061492013,1.67202243443474,1.65657881248166,1.59871178189236,1.57347083674139,1.58074312761636,1.56551966717571,1.56619649456223,1.60565984066887,1.65094088053665,1.68889731054428,1.73787208770953,1.7444618736555,1.74359905675642,1.72684877328168,1.71074626355763,1.70585325455219,1.69915983523534,1.67329739528191,1.65393957046906,1.6295344231866,1.63074127706808,1.5949687492235,1.58533041628872,1,1,1,1,1
1.44791533942615,1.47398256364804,1.48866383226041,1.52702360499373,1.53998327625343,1.54703171046282,1.55789826379267,1.56705042104308,1.56711708169735,1.56204876950627,1.54062916763456,1.56400652097577,1.61356950981621,1.65158622635791,1.67585283542296,1.67302626268382,1.69015151923855,1.69113273519521,1.71118458292509,1.6835214120187,1.69014916216364,1.68728382602031,1.68939566181378,1.67349688962862,1.66353054009161,1.59507145741188,1.5819627289787,1.58102055236899,1.58484335136603,1.63051781511797,1.66449373421518,1.69801113890419,1.67841442236235,1.69981168471588,1.74856388419204,1.7327899302979,1.72862208735114,1.71632393054092,1.68033630087916,1.64356388346304,1.61240145774541,1.5943598045123,1.59618709350754,1.56710707244573,1.55003484996889,1.52923166673169,1.52365901603837,1.51129966273265,1.57346528699497,1.57988903715147,1.56439598318288,1.55499041015906,1.55545887040243,1.56606304591338,1.60885711550179,1.63753708711961,1.67420855875563,1.68234265532099,1.68448820090001,1.64563992606285,1.62986715176503,1.6017755471583,1.58706943752106,1.61613713390017,1.62905682353138,1.67941880877195,1.7121396779809,1.7261479926604,1.74113312704777,1.7468935789436,1.74723693455811,1.72528341788892,1.73360775557507,1.72999040808513,1.73972020234724,1.68820959358698,1.66354904165148,1.63589065293409,1.58492369463651,1.56293621519334,1.57670617271916,1.56431515103758,1.59404644412794,1.62927502872794,1.66340074461567,1.71259380403228,1.76041530334786,1.73968038669245,1.74714204968334,1.73072154785842,1.71842058549133,1.70068080839764,1.69176508042217,1.6540926565246,1.62824493286921,1.62541399618836,1.61367602760864,1.58465819405994,1,1,1,1,1,1
1.44973582886922,1.4835046053898,1.51035826028482,1.5319342187141,1.53934991949611,1.53069128736451,1.54793077350043,1.57906492132794,1.566768111738,1.55985121431137,1.56282943136657,1.60601098734169,1.64695323788076,1.66025181133932,1.68267759300579,1.68709514304198,1.68866150481948,1.71386296382084,1.71021353703909,1.69152514190895,1.68738845430057,1.67811874989664,1.66605218052051,1.66517980242332,1.64664791730793,1.57812314891325,1.56775152682545,1.58257867932522,1.58529910115565,1.66062815442157,1.69311075360996,1.70752496203963,1.70169290583317,1.71713873986308,1.74007647104759,1.74403413016594,1.72836352118082,1.72556516375366,1.67237417182456,1.63710930033072,1.58373961087396,1.57293440361125,1.59627905291582,1.5482797013763,1.53875612480112,1.51583865949451,1.51460016199574,1.51737764940291,1.55581808575666,1.56553900829852,1.54505845294465,1.54009881309439,1.55242632600987,1.57633976464775,1.62907589218099,1.64578014814923,1.67535017813534,1.66584329111247,1.67645956778182,1.65503917416914,1.63095493650861,1.59953420909241,1.60705547385241,1.65426056989221,1.66583108372523,1.68954851623719,1.72073833596083,1.73992332909695,1.73873778733753,1.76338078449629,1.75379906822886,1.73403218555905,1.73085639673329,1.72671610469852,1.71135459493781,1.67980471751184,1.64288126313875,1.62224549759888,1.57445486266297,1.55889591448904,1.57554379522198,1.59216004984725,1.61760864496408,1.64160491545271,1.68698335254574,1.73504231888048,1.75558162036682,1.7431990051217,1.75102627842233,1.73849683465832,1.71333027771692,1.69329017171159,1.67271931514371,1.62838249429404,1.62409660758158,1.60830970655705,1.60344771660811,1,1,1,1,1,1,1
1.45914319530601,1.50517871492483,1.51519837773983,1.5312421210266,1.52296736404245,1.52059553369504,1.55987148312685,1.57880432883801,1.56460491781568,1.58217827899786,1.60481147829538,1.6393511574808,1.6556124131198,1.66701033723403,1.69679092808355,1.68558909798787,1.71138700541967,1.71288631438949,1.71837898453821,1.68877457887151,1.67822575947275,1.65471464214329,1.65770426804492,1.64829504492982,1.62994324965822,1.56388614956901,1.56923215891638,1.58303704286261,1.61524406479964,1.68922851308873,1.70258019838032,1.73093023981739,1.71903384352157,1.70863107336934,1.75137769116784,1.74383833773362,1.7376588871869,1.71775155836213,1.66611343761127,1.60860233049442,1.56228645936553,1.57310021875169,1.5775568522333,1.53699194903012,1.5254057547063,1.50675024146556,1.5206979377067,1.49921783509507,1.54137327737558,1.54620552622834,1.53011260819475,1.53697480986246,1.56266521979031,1.59638545223403,1.637285786125,1.64675635251186,1.65882176262362,1.657737846798,1.68597096691371,1.65626527359158,1.6288380060968,1.61956513087458,1.64520957862929,1.69117333000061,1.67587135705876,1.69807263685963,1.73448755862138,1.73752363793835,1.75518710116923,1.76988049038438,1.76271492167898,1.73129348996172,1.72758102518403,1.69829905527967,1.70304472962023,1.65921483445176,1.6292592579594,1.61190326437994,1.57047529188035,1.55770048210628,1.60338687244526,1.61571531943229,1.62989819985228,1.66508650867137,1.70936671259193,1.7301146118937,1.75923505077325,1.74706918257861,1.75888967473344,1.73345852451374,1.70600323108701,1.67425092170877,1.64707889579209,1.62422957629931,1.60701353783504,1.59804171018314,1,1,1,1,1,1,1,1
1.48069591105813,1.51000072038393,1.51443491759889,1.51482162163043,1.51283358694791,1.53240724511431,1.55950584740681,1.57668435595438,1.58702074900756,1.62425245906253,1.63815957592445,1.64791481194766,1.66235257403439,1.68105753784057,1.69532937470053,1.70829430690702,1.71039951320736,1.72108282294685,1.71561356103899,1.6796334478202,1.65482412844604,1.64630365552519,1.64078917665472,1.63160786835624,1.61595228391983,1.56534131329416,1.56961918264165,1.61309000287399,1.6436501801179,1.698685490835,1.72594887009596,1.74848553547528,1.7105506501264,1.71971868649398,1.75120727921909,1.75320102009481,1.72982133797262,1.71166078333646,1.63803300482826,1.58725279021931,1.56244965992529,1.55421028491752,1.56639518475002,1.5236317777387,1.51635621426138,1.5128131564958,1.50255589847519,1.48446956945272,1.52196261228603,1.53126610599563,1.52695248218426,1.54714297032335,1.58266441144499,1.60449882611692,1.63822920059993,1.63013450039891,1.65068959341341,1.66717369307178,1.68732668181519,1.6542625500899,1.64908119966369,1.65776490155083,1.6820660777364,1.70145331261425,1.68431523019906,1.7117459663722,1.73206194841386,1.75394553739448,1.76164386555139,1.77892684270933,1.75998079470064,1.72802728146174,1.69916733754829,1.68993938583358,1.68255250321736,1.64566353621336,1.61894109668593,1.60796924464634,1.56934207860872,1.5856818307322,1.62697675040056,1.62799570669393,1.65333269453381,1.68734352685316,1.70443894836281,1.73367172651473,1.7631507797561,1.75491545362113,1.75382623671308,1.72621033852687,1.68710241492584,1.64861345244571,1.64295972487847,1.6071260902751,1.59676757847254,1,1,1,1,1,1,1,1,1
